ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,local_label,tv_reco,tv_symbol_used,tv_exchange_used,bc_label,bc_score,final_signal,analyst_bucket,analyst_mean,analyst_votes,inv_d_label,inv_w_label,inv_m_label,inv_d_vote,inv_w_vote,inv_m_vote,rank_score
MSI,MSI,NYQ,78996953250.12207,474.1600036621094,Information Technology,Communications Equipment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Buy,1.84615,8.0,,,,,,,4.92
THG,THG,NYQ,6346741810.009766,177.42999267578125,Financials,Property & Casualty Insurance,Strong Buy,6,STRONG_BUY,,,,,,STRONG_BUY,Buy,2.0,7.0,,,,,,,4.88
STWD,STWD,NYQ,7632732388.308716,20.260000228881836,Financials,REIT - Mortgage,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Buy,2.125,7.0,,,,,,,4.88
RGLD,RGLD,NMS,11909450269.07959,180.91000366210938,Materials,Precious Metals & Minerals,Strong Buy,6,STRONG_BUY,,,,,,STRONG_BUY,Buy,1.71429,7.0,,,,,,,4.88
FLEX,FLEX,NMS,20500768305.98877,53.68000030517578,Information Technology,Electronic Manufacturing Services,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Buy,1.66667,7.0,,,,,,,4.88
HALO,HALO,NMS,8751396084.30481,74.81999969482422,Health Care,Biotechnology,Strong Buy,6,STRONG_BUY,STRONG_BUY,HALO,NASDAQ,,,STRONG_BUY,,,9.0,,,,,,,4.86
APA,APA,NMS,8114586226.307617,22.68000030517578,Energy,Oil & Gas Exploration & Production,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.96552,28.0,,,,,,,4.8
ZION,ZION,NMS,8476569809.692383,57.41999816894531,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.73913,21.0,,,,,,,4.8
CMA,CMA,NYQ,8995464475.440979,69.98999786376953,Financials,Diversified Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.18182,20.0,,,,,,,4.8
KEY,KEY,NYQ,20779053623.77832,18.950000762939453,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,22.0,,,,,,,4.8
SYF,SYF,NYQ,28086656417.3584,75.48999786376953,Financials,Consumer Finance,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,21.0,,,,,,,4.8
EL,EL,NYQ,33084595144.389404,91.93000030517578,Consumer Staples,Personal Care Products,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.57692,23.0,,,,,,,4.8
F,F,NYQ,46245972372.70117,11.619999885559082,Consumer Discretionary,Automobile Manufacturers,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.04167,22.0,,,,,,,4.8
PNC,PNC,NYQ,80730436640.0,205.0,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,22.0,,,,,,,4.8
INTC,INTC,NMS,105047519232.0,24.0,Information Technology,Semiconductors,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.04545,35.0,,,,,,,4.8
COF,COF,NYQ,141544297010.3506,221.3300018310547,Financials,Consumer Finance,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,21.0,,,,,,,4.8
CPB,CPB,NMS,10055924223.846924,33.72999954223633,Consumer Staples,Packaged Foods & Meats,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.04762,19.0,,,,,,,4.76
CFG,CFG,NYQ,22287801626.816406,51.66999816894531,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,19.0,,,,,,,4.76
PSX,PSX,NYQ,52750305226.68457,130.52999877929688,Energy,Oil & Gas Refining & Marketing,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,19.0,,,,,,,4.76
DOCS,DOCS,NYQ,12549094530.645996,67.30000305175781,Health Care,Health Information Services,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,18.0,,,,,,,4.72
FOXA,FOXA,NMS,25508947898.074707,60.08000183105469,Communication Services,Movies & Entertainment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,18.0,,,,,,,4.72
AFG,AFG,NYQ,11460071487.620117,137.4199981689453,Financials,Multi-line Insurance,Strong Buy,6,STRONG_BUY,STRONG_BUY,AFG,NYSE,,,STRONG_BUY,Hold,2.66667,5.0,,,,,,,4.7
KRC,KRC,NYQ,4925762087.799072,41.63999938964844,Real Estate,REIT - Office,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.0,15.0,,,,,,,4.6
HXL,HXL,NYQ,5082503433.462769,63.880001068115234,Industrials,Aerospace & Defense,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.66667,15.0,,,,,,,4.6
WBS,WBS,NYQ,10265494111.915283,61.77000045776367,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,15.0,,,,,,,4.6
HPQ,HPQ,NYQ,26825948572.321045,28.700000762939453,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.8125,15.0,,,,,,,4.6
UI,UI,NYQ,32969974766.57715,544.969970703125,Information Technology,Communication Equipment,Strong Buy,6,STRONG_BUY,STRONG_BUY,UI,NYSE,,,STRONG_BUY,Hold,3.0,2.0,,,,,,,4.58
NTAP,NTAP,NMS,23249508703.674316,116.47000122070312,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.5,14.0,,,,,,,4.5600000000000005
SCCO,SCCO,NYQ,81974235210.42041,100.93000030517578,Materials,Copper,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.26667,14.0,,,,,,,4.5600000000000005
WTFC,WTFC,NMS,9161083331.593323,136.8300018310547,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,13.0,,,,,,,4.52
LSCC,LSCC,NMS,9194900521.219238,66.88999938964844,Information Technology,Semiconductors,Strong Buy,6,STRONG_BUY,,,,,,STRONG_BUY,,,13.0,,,,,,,4.52
LEA,LEA,NYQ,5769669613.897705,108.44000244140625,Consumer Discretionary,Automotive Parts & Equipment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,12.0,,,,,,,4.48
GTLS,GTLS,NYQ,8940089678.59497,198.91000366210938,Industrials,Specialty Industrial Machinery,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,12.0,,,,,,,4.48
EHC,EHC,NYQ,12452507843.353271,123.62999725341797,Health Care,Health Care Facilities,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,12.0,,,,,,,4.48
NTRS,NTRS,NMS,24728730080.54883,129.6999969482422,Financials,Asset Management & Custody Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,12.0,,,,,,,4.48
WU,WU,NYQ,2816272396.0014954,8.720000267028809,Information Technology,Data Processing & Outsourced Services,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.46667,11.0,,,,,,,4.44
M,M,NYQ,4356528183.746338,16.280000686645508,Consumer Discretionary,Department Stores,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.84615,11.0,,,,,,,4.44
LNC,LNC,NYQ,8206918373.565674,43.290000915527344,Financials,Multi-line Insurance,Strong Buy,6,STRONG_BUY,,,,,,STRONG_BUY,,,11.0,,,,,,,4.44
AN,AN,NYQ,8306254486.846924,220.2899932861328,Consumer Discretionary,Automotive Retail,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,11.0,,,,,,,4.44
MEDP,MEDP,NMS,13519194698.638916,481.2300109863281,Health Care,Diagnostics & Research,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.16667,11.0,,,,,,,4.44
SPR,SPR,NYQ,4845882183.750153,41.27000045776367,Industrials,Aerospace & Defense,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,10.0,,,,,,,4.4
BOKF,BOKF,NMS,7128259710.699463,112.05999755859375,Financials,Banks - Regional,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,10.0,,,,,,,4.4
SKX,SKX,NYQ,9495940233.62732,63.189998626708984,Consumer Discretionary,Footwear,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.64286,10.0,,,,,,,4.4
OZK,OZK,NMS,5930548821.876526,52.650001525878906,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.55556,9.0,,,,,,,4.36
FYBR,FYBR,NMS,9291669563.50708,37.06999969482422,Communication Services,Telecom Services,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.08333,9.0,,,,,,,4.36
SGI,SGI,NYQ,17790107328.36914,84.76000213623047,Consumer Discretionary,Home Furnishings,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,9.0,,,,,,,4.36
REYN,REYN,NMS,4938430715.880859,23.479999542236328,Consumer Staples,Packaging & Containers,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,8.0,,,,,,,4.32
FNB,FNB,NYQ,5918692955.596924,16.479999542236328,Financials,Regional Banks,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,8.0,,,,,,,4.32
HR,HR,NYQ,6147669948.257446,17.440000534057617,Real Estate,REIT - Healthcare Facilities,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.0,8.0,,,,,,,4.32
RPRX,RPRX,NMS,21165247945.18506,36.65999984741211,Health Care,Biotechnology,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,8.0,,,,,,,4.32
MSM,MSM,NYQ,5026968032.972717,90.29000091552734,Industrials,Trading Companies & Distributors,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,2.81818,7.0,,,,,,,4.28
MTG,MTG,NYQ,6540923222.091675,28.049999237060547,Financials,Reinsurance,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,6.0,,,,,,,4.24
FULT,FULT,NMS,3541922938.934326,19.450000762939453,Financial Services,Banks - Regional,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,5.0,,,,,,,4.2
DCI,DCI,NYQ,9277322720.031738,79.62000274658203,Industrials,Industrial Machinery & Supplies & Components,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Hold,3.125,5.0,,,,,,,4.2
EXAS,EXAS,NCM,9327747610.823364,49.27000045776367,Health Care,Diagnostics & Research,Buy,2,BUY,,,,,,BUY,Strong Buy,1.375,23.0,,,,,,,4.2
NTRA,NTRA,NMS,22993157272.460938,167.52999877929688,Health Care,Diagnostics & Research,Buy,2,BUY,,,,,,BUY,Strong Buy,1.45,20.0,,,,,,,4.2
PINS,PINS,NYQ,25239000279.836426,37.119998931884766,Communication Services,Internet Content & Information,Buy,2,BUY,,,,,,BUY,Strong Buy,1.525,36.0,,,,,,,4.2
VICI,VICI,NYQ,35616759092.751465,33.400001525878906,Real Estate,Hotel & Resort REITs,Buy,3,BUY,,,,,,BUY,Strong Buy,1.52174,22.0,,,,,,,4.2
LYV,LYV,NYQ,37568941783.14209,161.97000122070312,Communication Services,Movies & Entertainment,Buy,2,BUY,,,,,,BUY,Strong Buy,1.47619,20.0,,,,,,,4.2
PFGC,PFGC,NYQ,16237281555.559326,103.73999786376953,Consumer Staples,Food Distributors,Strong Buy,6,STRONG_BUY,BUY,PFGC,NYSE,,,BUY,Strong Buy,1.57143,12.0,,,,,,,4.18
CACC,CACC,NMS,5840232827.178955,519.7000122070312,Financials,Credit Services,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,4.0,,,,,,,4.16
CORT,CORT,NCM,7517238094.116211,71.33999633789062,Health Care,Pharmaceuticals,Strong Buy,5,STRONG_BUY,,,,,,STRONG_BUY,,,4.0,,,,,,,4.16
DNB,DNB,NYQ,4082629276.8,9.149999618530273,Industrials,Financial Data & Stock Exchanges,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,Sell,3.5,3.0,,,,,,,4.12
DDS,DDS,NYQ,8732100000.0,559.75,Consumer Discretionary,Broadline Retail,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,3.0,,,,,,,4.12
NVR,NVR,NYQ,22630424459.033203,8190.22998046875,Consumer Discretionary,Homebuilding,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,3.0,,,,,,,4.12
PEN,PEN,NYQ,10518446927.755737,269.7099914550781,Health Care,Health Care Equipment,Buy,2,BUY,,,,,,BUY,Strong Buy,1.52632,17.0,,,,,,,4.08
MLI,MLI,NYQ,10552019286.216736,95.31999969482422,Industrials,Industrial Machinery & Supplies & Components,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,2.0,,,,,,,4.08
TKO,TKO,NYQ,15374462052.285767,186.61000061035156,Communication Services,Movies & Entertainment,Buy,2,BUY,,,,,,BUY,Strong Buy,1.47368,17.0,,,,,,,4.08
DNLI,DNLI,NMS,2238505781.352997,15.3100004196167,Healthcare,Biotechnology,Buy,2,BUY,,,,,,BUY,Strong Buy,1.15789,16.0,,,,,,,4.04
TFSL,TFSL,NMS,3834198037.17041,13.65999984741211,Financials,Banks - Regional,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,1.0,,,,,,,4.04
LLYVK,LLYVK,NMS,8788494323.052979,96.33000183105469,Communication Services,Entertainment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,1.0,,,,,,,4.04
LLYVA,LLYVA,NMS,8791516012.843872,93.6500015258789,Communication Services,Entertainment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,1.0,,,,,,,4.04
SEB,SEB,ASE,3850718703.6884766,4014.5400390625,Consumer Staples,Conglomerates,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,,,,,,,,4.0
NEU,NEU,NYQ,7623947407.590332,811.3499755859375,Materials,Specialty Chemicals,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,,,,,,,,4.0
FOX,FOX,NMS,25571229773.26306,54.869998931884766,Communication Services,Movies & Entertainment,Strong Buy,4,STRONG_BUY,,,,,,STRONG_BUY,,,,,,,,,,4.0
ALK,ALK,NYQ,7206875000.0,62.5,Industrials,Passenger Airlines,Buy,2,BUY,,,,,,BUY,Strong Buy,1.42857,14.0,,,,,,,3.9600000000000004
ELF,ELF,NYQ,7384614791.769409,130.16000366210938,Consumer Staples,Personal Care Products,Buy,2,BUY,,,,,,BUY,Strong Buy,1.53333,14.0,,,,,,,3.9600000000000004
TLN,TLN,NMS,17258079374.145508,377.760009765625,Utilities,Independent Power Producers & Energy Traders,Buy,2,BUY,,,,,,BUY,Strong Buy,1.38462,13.0,,,,,,,3.9200000000000004
WST,WST,NYQ,17901321119.756348,248.9499969482422,Health Care,Health Care Supplies,Buy,2,BUY,,,,,,BUY,Strong Buy,1.46154,11.0,,,,,,,3.8400000000000003
AL,AL,NYQ,7130606914.730072,63.79999923706055,Industrials,Rental & Leasing Services,Strong Buy,6,STRONG_BUY,BUY,AL,NYSE,,,BUY,Strong Buy,1.33333,3.0,,,,,,,3.8200000000000003
RITM,RITM,NYQ,6549106402.290344,12.350000381469727,Financials,REIT - Mortgage,Buy,3,BUY,,,,,,BUY,Strong Buy,1.36364,10.0,,,,,,,3.8000000000000003
WMS,WMS,NYQ,11037759618.02063,141.9600067138672,Industrials,Building Products & Equipment,Buy,2,BUY,,,,,,BUY,Strong Buy,1.4,10.0,,,,,,,3.8000000000000003
FTAI,FTAI,NMS,15476938127.39563,150.88999938964844,Industrials,Rental & Leasing Services,Buy,2,BUY,,,,,,BUY,Strong Buy,1.4,10.0,,,,,,,3.8000000000000003
SN,SN,NYQ,16652872318.496704,117.98999786376953,Consumer Discretionary,Household Appliances,Buy,3,BUY,,,,,,BUY,Strong Buy,1.27273,10.0,,,,,,,3.8000000000000003
TDY,TDY,NYQ,25537353326.84326,544.6400146484375,Industrials,Aerospace & Defense,Buy,3,BUY,,,,,,BUY,Strong Buy,1.4,10.0,,,,,,,3.8000000000000003
NXST,NXST,NMS,6238688278.463745,205.7899932861328,Communication Services,Broadcasting,Buy,2,BUY,,,,,,BUY,Strong Buy,1.55556,9.0,,,,,,,3.7600000000000002
TER,TER,NMS,19030022183.09021,119.62999725341797,Information Technology,Semiconductor Materials & Equipment,Strong Buy,6,STRONG_BUY,BUY,TER,NASDAQ,,,BUY,Buy,1.94118,16.0,,,,,,,3.74
CRUS,CRUS,NMS,5808751939.984131,113.16000366210938,Information Technology,Semiconductors,Buy,2,BUY,,,,,,BUY,Strong Buy,1.57143,6.0,,,,,,,3.6400000000000006
AAL,AAL,NMS,8868101375.604736,13.4399995803833,Industrials,Passenger Airlines,Buy,2,BUY,,,,,,BUY,Buy,2.22727,20.0,,,,,,,3.6000000000000005
OVV,OVV,NYQ,10615627573.496338,41.29999923706055,Energy,Oil & Gas E&P,Buy,3,BUY,,,,,,BUY,Buy,1.65217,21.0,,,,,,,3.6000000000000005
BMRN,BMRN,NMS,11325045083.942505,58.97999954223633,Health Care,Biotechnology,Buy,3,BUY,,,,,,BUY,Buy,1.60714,27.0,,,,,,,3.6000000000000005
NCLH,NCLH,NYQ,11452083446.240112,25.34000015258789,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,BUY,,,,,,BUY,Buy,1.73913,21.0,,,,,,,3.6000000000000005
CHRW,CHRW,NMS,15208939097.15271,128.7899932861328,Industrials,Air Freight & Logistics,Buy,2,BUY,,,,,,BUY,Buy,2.07692,25.0,,,,,,,3.6000000000000005
KIM,KIM,NYQ,15223455690.002441,22.479999542236328,Real Estate,Retail REITs,Buy,2,BUY,,,,,,BUY,Buy,2.375,21.0,,,,,,,3.6000000000000005
BBY,BBY,NYQ,15827777300.124023,74.88999938964844,Consumer Discretionary,Computer & Electronics Retail,Buy,2,BUY,,,,,,BUY,Buy,2.37037,21.0,,,,,,,3.6000000000000005
U,U,NYQ,16651438150.177002,39.099998474121094,Information Technology,Software - Application,Buy,2,BUY,,,,,,BUY,Buy,2.18519,22.0,,,,,,,3.6000000000000005
DECK,DECK,NYQ,18345579527.73584,123.66999816894531,Consumer Discretionary,Footwear,Buy,2,BUY,,,,,,BUY,Buy,2.32,21.0,,,,,,,3.6000000000000005
DVN,DVN,NYQ,22268785162.353516,35.08000183105469,Energy,Oil & Gas Exploration & Production,Buy,2,BUY,,,,,,BUY,Buy,1.8,29.0,,,,,,,3.6000000000000005
DRI,DRI,NYQ,24283241148.147583,208.27000427246094,Consumer Discretionary,Restaurants,Buy,3,BUY,,,,,,BUY,Buy,2.0,27.0,,,,,,,3.6000000000000005
MDB,MDB,NGM,25454946017.73047,312.8800048828125,Information Technology,Systems Software,Buy,2,BUY,,,,,,BUY,Buy,1.675,36.0,,,,,,,3.6000000000000005
EXPE,EXPE,NMS,26294597809.387207,212.5399932861328,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,BUY,,,,,,BUY,Buy,2.28571,32.0,,,,,,,3.6000000000000005
RDDT,RDDT,NYQ,41761989725.76904,223.13999938964844,Communication Services,Interactive Media & Services,Buy,2,BUY,,,,,,BUY,Buy,2.07407,26.0,,,,,,,3.6000000000000005
ALNY,ALNY,NMS,58648676009.94873,447.42999267578125,Health Care,Biotechnology,Buy,2,BUY,,,,,,BUY,Buy,1.8125,28.0,,,,,,,3.6000000000000005
WDAY,WDAY,NMS,62325808044.43359,233.42999267578125,Information Technology,Application Software,Buy,2,BUY,,,,,,BUY,Buy,1.775,35.0,,,,,,,3.6000000000000005
AZO,AZO,NYQ,70084553749.26758,4189.47998046875,Consumer Discretionary,Automotive Retail,Buy,2,BUY,,,,,,BUY,Buy,1.65385,22.0,,,,,,,3.6000000000000005
SNOW,SNOW,NYQ,76517786081.66602,229.3300018310547,Information Technology,Software - Application,Buy,2,BUY,,,,,,BUY,Buy,1.60784,47.0,,,,,,,3.6000000000000005
CVNA,CVNA,NYQ,115415954271.66797,362.32000732421875,Consumer Discretionary,Automotive Retail,Buy,3,BUY,,,,,,BUY,Buy,2.18182,20.0,,,,,,,3.6000000000000005
PANW,PANW,NMS,128114410054.51172,191.52999877929688,Information Technology,Systems Software,Buy,2,BUY,,,,,,BUY,Buy,1.77358,46.0,,,,,,,3.6000000000000005
C,C,NYQ,174940721711.84766,95.02999877929688,Financials,Diversified Banks,Buy,2,BUY,,,,,,BUY,Buy,1.81818,21.0,,,,,,,3.6000000000000005
BA,BA,NYQ,175716003450.2578,232.3800048828125,Industrials,Aerospace & Defense,Buy,3,BUY,,,,,,BUY,Buy,1.62963,24.0,,,,,,,3.6000000000000005
PTC,PTC,NMS,25424866978.042603,212.24000549316406,Information Technology,Application Software,Buy,2,BUY,,,,,,BUY,Buy,1.78947,19.0,,,,,,,3.5600000000000005
WELL,WELL,NYQ,111981529602.49219,167.42999267578125,Real Estate,Health Care REITs,Buy,2,BUY,,,,,,BUY,Buy,1.63158,19.0,,,,,,,3.5600000000000005
CGNX,CGNX,NMS,7382519586.714844,43.970001220703125,Information Technology,Electronic Equipment & Instruments,Buy,2,BUY,,,,,,BUY,Buy,2.0,18.0,,,,,,,3.5200000000000005
